Profile_Picture,Username_Randomness,Bio_Completeness,Post_Count,Follower_Count,Following_Count,Engagement_Rate,Account_Age,Is_Verified,Spam_Activity,Output
1,0,0.5292338337234824,507,2841,1703,0.13038026465868757,4765,1,1,1
1,0,0.3112610693347284,233,5413,2149,0.9306929395340886,1818,1,1,1
0,7,0.39413008707650754,445,8930,680,0.8357670917560891,3503,0,1,0
0,5,0.13297877705795125,161,6298,3107,0.49807632221160425,2522,1,1,1
1,2,0.8444833697513047,217,7516,4674,0.6057922613536323,1334,1,1,0
0,3,0.26892340389976144,636,289,4534,0.47923511800856733,1350,1,1,0
0,3,0.3577987310267359,617,8191,3143,0.18058026793173876,1105,1,0,0
1,3,0.5147529098902286,202,4857,565,0.04338596928330141,1891,1,0,0
0,1,0.7918672084985763,842,4926,3330,0.901202777793459,1976,1,1,1
0,5,0.06706622886327807,856,793,4514,0.577132450533401,70,0,1,1
0,2,0.9175085929905135,495,3284,1461,0.3118331852967118,3267,1,1,0
0,8,0.6449624951686765,890,8603,2018,0.5882963985263968,3439,0,1,1
1,7,0.7373841207002516,772,2216,1853,0.6163999742380114,826,1,1,0
0,5,0.7233377708578937,687,8076,2233,0.8188547462399248,1838,0,0,1
0,1,0.15815144452329166,644,5458,909,0.362303902908903,2439,1,1,0
0,1,0.9268072112685719,30,3616,1953,0.467142701631866,2030,0,0,1
0,7,0.9325651654032384,968,902,4550,0.0662016131905554,227,0,1,1
0,2,0.5322373779831815,790,4331,1996,0.990851051269352,4396,0,1,1
1,8,0.8298860024574652,585,6711,3905,0.8701670653481514,2269,1,0,1
1,1,0.976202078189313,521,1754,4752,0.4332637107285292,2674,0,1,0
0,1,0.5911984170588027,671,1627,3500,0.316753485146121,1429,0,0,0
1,0,0.15344566259504167,523,6233,3482,0.9359233117784089,4099,0,0,0
0,3,0.4893795266512265,328,7366,702,0.6353850871891384,1628,1,0,0
1,4,0.7921817620458625,915,1438,4395,0.9494561338517722,4993,0,0,0
0,4,0.935424283000297,281,253,3223,0.9367764494730895,4952,1,0,0
1,2,0.5777087506363315,793,3300,4772,0.704313002237484,1841,0,1,1
1,3,0.6745982509791707,582,7221,4076,0.47673215082832276,1048,1,0,0
0,3,0.6425628825124848,788,5050,860,0.7603081035184414,2721,1,0,0
1,4,0.8010207802399777,528,4899,669,0.68369885202373,1241,0,1,1
0,1,0.15668715609416428,522,1668,2681,0.19034272391668072,4968,1,0,1
0,1,0.7880328638769858,344,8546,1140,0.4146091384203969,4339,1,1,1
0,8,0.3174557322190552,232,2345,2257,0.8937880390404813,1828,1,1,1
0,5,0.5383264330467348,658,2690,890,0.002676499633907481,3239,1,0,0
0,0,0.3231852237306889,482,9671,2325,0.16668036130653985,3653,0,1,1
0,6,0.5493456106267934,803,8480,2987,0.4249543315892389,3625,0,1,0
0,7,0.06732271207006468,95,9032,706,0.3952574416591572,3227,1,0,0
1,5,0.5746909422259646,673,4562,376,0.14938095740610358,235,1,0,1
1,0,0.8912770780011039,43,8086,1147,0.2256663380909939,2384,0,1,1
0,5,0.6738165311543403,827,7486,4599,0.8931082742046993,3360,0,1,0
1,4,0.715466991587375,664,7810,3902,0.05308906929520796,4025,0,1,0
1,3,0.06484931984158326,313,6399,3242,0.09588040994450786,1472,1,1,1
1,6,0.34227528074989555,233,4277,230,0.6883161284378988,2133,0,1,1
0,3,0.936264620741654,865,2151,4930,0.3202138635136932,1251,1,1,0
0,6,0.00457080745014915,710,9678,4543,0.816696581284793,4332,0,0,1
0,0,0.3741246256333166,599,2097,1991,0.2696769908615386,4416,0,0,0
0,8,0.5099232992985162,398,4932,18,0.47689149692948474,2262,1,1,1
0,8,0.3615364729894166,682,5791,1360,0.44239589098800125,538,0,1,0
0,2,0.758708876269387,182,1702,1438,0.6294839490044422,4582,0,1,0
1,1,0.16708814256930982,986,1606,2561,0.3268236372513539,2634,1,0,1
1,1,0.07912030736959741,415,9564,2718,0.7345247280568907,4012,1,1,0
0,6,0.8756793766154489,693,2338,3626,0.5952759672320099,1737,0,1,0
0,9,0.03301329132760522,178,8658,3994,0.6421749960306666,3879,0,1,0
1,8,0.402058440881078,737,3009,1171,0.4114353292669378,2009,0,0,0
0,7,0.26506252535070174,12,8203,3114,0.289165051819707,1078,0,0,1
1,0,0.2761437965754069,874,1227,2655,0.11477351790837342,3576,1,0,0
1,5,0.4331816689006288,230,4073,1133,0.5641042532796293,2210,0,0,0
0,6,0.9934128666021713,591,3848,4062,0.35482408084497596,2010,1,1,0
1,1,0.7745022314721866,65,4343,1981,0.8992319944223787,1653,1,0,1
0,7,0.38903069422850145,799,5993,4714,0.6526485999642292,998,0,1,0
1,6,0.8347039915969297,25,4182,4118,0.17307847742199023,4331,0,1,1
1,0,0.39506140220640673,503,1663,3818,0.02218419415666295,1264,1,1,1
0,2,0.6259332624987629,371,1794,2226,0.23308794495361052,4752,1,0,1
1,6,0.33624525582834897,745,9785,3002,0.826571598433422,1983,1,1,0
1,4,0.9261666041725902,253,8027,4917,0.646788995068754,1378,1,1,0
1,4,0.8099224211988024,841,5507,4420,0.2051787215938603,3792,0,1,0
0,3,0.38706631165505045,661,8305,3742,0.6860441010036955,2945,0,0,1
1,4,0.35972004944688984,578,5453,3626,0.6145474359206878,2087,1,0,0
0,9,0.031662565441675006,226,7259,2082,0.3572123205451273,2708,1,0,1
0,9,0.8054097423213092,375,7506,745,0.6491630811660332,939,0,0,1
0,4,0.6832467205128712,430,3848,2253,0.2759792827928468,4417,0,1,1
0,0,0.7438698370806246,239,6174,4678,0.7069601743473657,1674,0,1,1
1,1,0.6251216158710278,4,407,2177,0.6612598822899931,3610,0,1,1
0,5,0.9496777716009984,429,4649,3354,0.08117961110947503,4524,0,0,1
0,5,0.487703582977133,369,3844,2243,0.8988072013097397,2290,1,0,1
0,4,0.006379580327169454,860,5660,3189,0.6795635841093949,3822,0,0,0
1,2,0.591713363805899,733,828,4123,0.899772776246705,3625,0,0,1
0,4,0.4067886721544205,912,4264,2012,0.6211050280298953,3501,0,1,0
1,9,0.0052705973447411125,629,6206,2125,0.6588268188819104,542,0,1,0
0,0,0.3486203439472898,294,5440,2001,0.42168926838681653,181,0,0,1
1,9,0.8244058014989714,146,3397,3324,0.5564157419922516,3531,0,1,1
0,8,0.8428160472484594,330,8702,3663,0.28271078963426755,1416,0,1,1
1,5,0.37737237881610763,988,3879,4198,0.9920015444712568,3127,0,1,1
0,6,0.5547615316255793,260,683,4001,0.051954367906112964,2527,1,1,0
0,9,0.5835661393095325,960,9588,4281,0.8797294014489906,3537,1,0,1
1,5,0.3786965292604825,255,2864,556,0.1884647332500895,3542,0,0,0
1,6,0.46544094177269735,52,2127,3487,0.2638355575959864,2932,0,1,0
1,3,0.18855519943118149,524,7964,4883,0.3311298575365387,4505,0,1,1
0,3,0.9850849345785699,977,1023,976,0.9346500365709819,2022,1,0,0
1,0,0.16141143093857102,484,4645,528,0.29560305552204347,351,0,1,1
1,4,0.674978242454643,399,7389,2073,0.9149034466759242,2828,1,0,1
1,9,0.4445948090461944,939,1053,2788,0.9632749585567194,3739,0,1,0
1,5,0.24712668248316083,477,501,4107,0.707744422462301,3132,1,1,1
1,2,0.15274738734508653,859,8163,1933,0.829507689549403,4187,0,1,1
1,3,0.7336832841455924,382,1361,395,0.540264473592152,3682,0,0,0
1,4,0.0762895834207894,650,103,2289,0.22244074249869605,1189,1,1,0
1,9,0.9408831323476108,410,3077,2333,0.3740278591049774,3434,0,1,1
0,5,0.6723454920222098,725,4160,2622,0.8732459364301305,1427,0,1,1
1,5,0.22145932698468718,621,7408,1320,0.5544872889944885,541,1,1,0
1,7,0.052674662375976844,528,4543,2726,0.30686521671901834,2945,0,1,1
1,7,0.21629757729585375,113,957,305,0.2204429052232223,945,1,0,1
0,9,0.3016510119952672,959,1641,2373,0.07347385016446073,2433,0,1,1
0,0,0.029648304348425025,159,5123,4679,0.9584199218925558,4140,0,0,1
1,1,0.10920552627186952,268,7474,3969,0.8306618574159068,3718,1,0,1
0,5,0.31069848303536707,209,1686,2287,0.2492015594783784,1414,0,1,0
0,6,0.7411290493176851,15,9230,639,0.17899059249720684,1670,1,0,0
1,2,0.27632711430330037,181,7725,3495,0.6951915505213268,1825,1,1,1
0,6,0.9673590578222817,886,102,1451,0.5835131512291445,187,1,0,1
1,8,0.1461195939646036,336,3261,4515,0.8417080907983608,4280,1,0,0
1,5,0.38035173367048725,743,5093,3353,0.6811385225565268,1638,0,0,1
0,8,0.15378363705660802,731,8426,3089,0.9426124636927798,154,1,1,0
1,9,0.524422068385056,835,8309,1980,0.7843529708218236,3452,0,1,0
1,0,0.5139769393173614,9,1915,2327,0.6060897674213434,3806,0,1,0
0,9,0.2651143196479516,820,3591,1215,0.021585852465402122,775,1,0,1
0,2,0.2978593353075656,395,2734,4734,0.6915813289523585,2260,1,0,0
1,8,0.503470361542251,328,2930,2012,0.8806088787923558,1353,0,0,1
0,9,0.17617006560006054,168,1880,3583,0.0900184188039338,3807,0,1,0
0,6,0.5147184595647804,60,6275,4906,0.09613162433206135,1324,1,1,0
1,1,0.6933701201403201,588,9715,3235,0.5202851492941315,4433,0,1,1
1,3,0.39582581183418686,820,6913,208,0.2456335052172558,209,0,0,0
1,4,0.15577787454151926,690,3764,4679,0.8627754124176157,1831,1,0,0
0,5,0.1957565635143118,820,564,42,0.46884342444742566,359,1,1,1
0,5,0.45042234084027744,690,7802,2686,0.19573672680857013,4933,0,0,0
0,6,0.7995593689718441,587,508,3628,0.20228494346337167,191,1,1,0
0,2,0.8598202085123124,404,8476,2964,0.48372366687308,3958,1,1,1
1,1,0.16392805232269725,834,6594,563,0.6614955295054127,4644,0,0,1
0,3,0.009520934976902762,815,1825,45,0.6973313984717414,489,1,0,1
1,5,0.9801373021410126,43,9062,4519,0.8543481989568825,4567,1,0,1
1,2,0.8823649333162554,33,4048,1669,0.4708640969691773,1619,1,0,1
1,3,0.7190684368477345,45,8413,703,0.5890707584603126,537,1,1,1
0,8,0.18106857048892455,884,6212,1673,0.6869606382838656,608,0,0,1
1,0,0.25885134487351924,325,6317,3041,0.13668320312391447,4049,0,1,0
0,1,0.5214232507639202,425,6607,1906,0.9845375615652734,4068,1,0,1
0,4,0.20515086082889378,16,1474,4062,0.14796004939764362,2762,1,1,0
0,0,0.5936201242375572,283,1575,254,0.28943120663713306,3880,0,0,0
1,0,0.1676049052177162,671,9787,601,0.7198763651181955,3933,0,0,0
1,2,0.41616051466852466,831,3397,786,0.16038411288024668,610,1,1,1
1,6,0.7372657925631672,256,2681,3624,0.529027534267051,2577,1,1,1
1,6,0.7288570623354496,974,1706,2002,0.8486783784521796,4747,1,1,0
0,1,0.8742182164818455,138,7259,4297,0.8040682459484852,3014,1,1,1
1,6,0.055921850500440295,913,596,28,0.5138908051394148,3912,1,1,1
1,5,0.46666954496150403,98,7859,2915,0.5498695224601886,2565,0,0,0
0,2,0.3139933084945198,790,208,3172,0.053149504913573176,1683,0,1,1
0,5,0.26603235968084615,307,7470,2746,0.020703471423277886,4102,0,0,0
0,8,0.6746529801111388,911,1817,3323,0.6093735981849596,2717,0,1,1
1,8,0.701808846313773,412,6099,1337,0.7346216276149877,602,0,1,1
0,9,0.7595079989751844,572,5332,3395,0.10145223047694707,4043,1,0,1
0,1,0.3294144370255282,850,4168,2623,0.30147410119427354,2351,0,0,0
1,4,0.18461721866649772,205,2947,1468,0.7983297055543352,1293,0,0,0
1,5,0.9342176448916216,421,6594,3981,0.2810370350773286,2198,0,0,0
1,6,0.42527451104580827,759,7504,4956,0.5786098918200647,1029,0,1,1
1,1,0.4320163377821157,441,6278,3419,0.5636596375761888,28,0,1,1
0,6,0.49703513857284964,946,4981,896,0.012848121091606601,3963,0,1,0
1,0,0.2075985669381264,504,2401,2024,0.48374656554500395,4562,0,0,1
0,1,0.3339642281997255,401,498,2962,0.22525282720999085,4172,0,0,1
0,7,0.33706699787900263,918,9334,3447,0.9135391148241423,1621,0,1,0
1,2,0.6445502257209064,443,2947,3626,0.21668557592736748,2701,1,1,1
0,5,0.31305538425420865,901,2357,1414,0.6197862063336259,4576,1,0,0
1,4,0.6133042235602776,434,1426,4265,0.002982772632946995,4748,0,0,1
0,6,0.8184210053785999,666,6776,2748,0.9851990714986822,3305,0,1,1
0,7,0.19827034899104568,158,9196,4717,0.8552119596863023,1900,1,1,0
1,7,0.2699134298685153,575,5010,3566,0.412586530312788,354,1,1,1
0,3,0.8874037762340343,932,5193,340,0.7996256995957158,3230,1,0,1
1,9,0.983640016790406,164,9551,4411,0.6923392762872544,1352,1,1,1
1,0,0.4499096934906891,909,8639,2501,0.9094681123712872,1426,1,1,0
0,2,0.46274340200853825,973,7943,3686,0.1537383895577482,2518,0,0,1
0,5,0.21024664088342981,22,7178,2121,0.296658690514215,704,0,1,0
1,7,0.9730809588669881,913,7570,1732,0.5965740270156271,1655,0,0,1
0,0,0.16648250549135502,249,4788,4924,0.5827405357931412,2992,0,0,0
0,7,0.027615699063259336,798,4374,2179,0.6605130221388444,4462,0,0,0
0,3,0.21115129088244744,324,4241,1460,0.8323042426026381,117,1,0,1
1,3,0.12603239483213025,870,824,4316,0.7842276019410319,3972,0,0,1
1,9,0.27270141805884196,116,4398,1863,0.3752237161389764,3577,1,1,0
0,3,0.9564540051186862,912,7984,2641,0.7306993032331189,3447,1,1,1
1,5,0.8660019039755809,752,7044,4557,0.6480399559299568,1736,0,1,0
1,0,0.38725421361473644,510,6414,2971,0.8096147205625658,3498,0,0,1
1,4,0.004412735867908579,509,6979,2832,0.22777407078751977,4257,0,0,0
0,6,0.49932942361114196,994,9645,3573,0.9575832529155904,3440,0,0,1
0,1,0.7983461573984679,430,6704,2635,0.871640337474285,3200,0,0,1
0,6,0.7071444600226662,644,4109,3358,0.6032824690182361,4324,1,0,1
1,9,0.7147868433558688,190,4519,4764,0.25652549766203436,2560,1,1,1
0,8,0.8139227210129917,392,3472,2190,0.9123963552545219,4787,1,1,0
0,6,0.8337514725979922,892,5820,2441,0.7612657679643365,4177,1,0,1
1,1,0.13578933815026217,977,5626,2524,0.46128720948764856,146,0,1,0
0,7,0.2949210716894308,647,9118,3446,0.1719545945930352,91,0,1,1
1,3,0.6023348800124562,778,3596,3927,0.9626113561587426,2038,0,1,1
0,7,0.3603270491434687,486,809,414,0.19033594737121373,4621,0,1,0
0,9,0.8116570911765166,749,9956,1505,0.23853765124698945,4342,0,1,1
0,2,0.18488925336864426,674,5242,1413,0.5449929193773728,3535,1,0,0
0,0,0.8368657363035719,792,1463,959,0.03949991976461509,1977,1,1,1
1,8,0.8712781858659714,890,7043,2110,0.6711525714550376,3629,0,1,1
1,0,0.6523542163834318,533,1665,2579,0.3191033948831089,2836,0,0,0
1,9,0.5678183850108204,966,9162,720,0.43287244423579185,496,0,0,1
1,6,0.8968586424591113,337,770,4634,0.5402085629504865,905,0,0,1
1,1,0.32847557683909434,632,521,2023,0.016349057757519936,1259,0,0,1
0,4,0.49635482544551024,261,4919,3929,0.8807822812144711,3949,0,0,0
1,8,0.7413098843513258,328,4269,4513,0.881996951896411,1606,1,1,1
0,3,0.6926015560165165,804,8716,2704,0.18928279532642178,2378,1,0,0
1,1,0.7008539085423559,976,8028,4632,0.6460851129318121,2843,1,0,0
1,5,0.24127351645137274,965,1065,3842,0.09339666715329709,2438,1,1,0
1,2,0.9574833838210591,242,3283,4513,0.8202211052568035,3851,0,1,0
0,8,0.4757610598483557,426,2273,2258,0.7868076785407381,2566,0,1,0
0,4,0.7692050925922422,695,39,3771,0.042236469462574866,2603,1,0,0
